Year,Month,Active Customers,No of Bills,No of Payments,Billing Index,Collection Index,Bill Amount (NGN),Collection Amount (NGN),Collection Efficiency,KwH CONSUMPTION,CSP CODE,SUPERVISOR CODE
2017,Feb,786,225,94,0.286259542,0.417777778,490390.1,241700,0.492872919,20970,CSP111,SUP268
2017,Feb,118,161,109,1.36440678,0.677018634,726915,359100,0.494005489,30943,CSP076,SUP174
2017,Feb,549,788,316,1.435336976,0.401015228,1368448.6,676500,0.494355433,61498,CSP032,SUP283
2018,Apr,778,615,297,0.790488432,0.482926829,1905368.54,954510,0.500958203,79026,CSP065,SUP300
2018,Apr,1540,1209,722,0.785064935,0.597187758,4000205.55,2012820,0.503179143,170486,CSP091,SUP123
2017,Jul,164,133,50,0.81097561,0.37593985,1631677.96,821500,0.503469447,56772,CSP154,SUP287
2018,Mar,2399,2059,1071,0.858274281,0.520155415,3510998.1,1782795,0.507774413,152973,CSP146,SUP166
2017,Feb,1205,1371,485,1.137759336,0.353756382,1082292.81,551040,0.509141329,47852,CSP106,SUP063
2017,May,254,437,389,1.720472441,0.890160183,2039447.23,1040130,0.510005841,89788,CSP169,SUP135
2017,Nov,1035,724,494,0.699516908,0.682320442,3937180.59,2011695,0.510948115,162455,CSP164,SUP033
2017,Mar,235,213,171,0.906382979,0.802816901,722237.15,372200,0.515343194,31444,CSP065,SUP071
2016,Oct,235,213,160,0.906382979,0.751173709,835467.52,437700,0.523898284,40347,CSP065,SUP071
2018,Mar,1540,1201,674,0.77987013,0.561199001,3886857.85,2044660,0.52604445,166188,CSP091,SUP065
2017,Jan,528,550,398,1.041666667,0.723636364,2062691.46,1087050,0.527005624,94608,CSP042,SUP302
2017,Dec,1382,1365,519,0.987698987,0.38021978,3031081.33,1598300,0.527303568,122926,CSP128,SUP115
2017,May,279,347,201,1.243727599,0.57925072,979626.66,517300,0.528058312,43849,CSP025,SUP251
2018,Mar,1035,702,421,0.67826087,0.5997151,3556789.29,1884250,0.529761492,147141,CSP164,SUP033
2016,Sep,402,274,184,0.68159204,0.671532847,2266226.15,1202255,0.53050972,89735,CSP057,SUP278
2016,Nov,393,344,272,0.875318066,0.790697674,2315920.37,1242733,0.536604374,110043,CSP126,SUP044
2018,Feb,1540,1164,692,0.755844156,0.594501718,3933136.96,2111190,0.536770019,168096,CSP091,SUP065
2016,Aug,438,681,287,1.554794521,0.42143906,675092.6,363166.25,0.537950275,38610,CSP133,SUP047
2017,Sep,625,428,234,0.6848,0.546728972,5247733.94,2831034.15,0.539477455,196300,CSP057,SUP278
2017,Apr,188,175,98,0.930851064,0.56,247877.54,134000,0.540589519,10922,CSP140,SUP041
2017,Aug,1061,817,625,0.770028275,0.76499388,4436369,2411930,0.543672089,179416,CSP164,SUP033
2017,Jul,687,482,373,0.701601164,0.773858921,2273423.51,1240350,0.545586863,91263,CSP164,SUP033
2018,Apr,1225,1181,471,0.964081633,0.398814564,8684438.13,4738735,0.545658214,315024,CSP032,SUP283
2016,Dec,402,284,139,0.706467662,0.48943662,3095900.98,1700807.67,0.549374053,124724,CSP057,SUP278
2018,Feb,1035,644,425,0.622222222,0.659937888,3490011.52,1921110,0.550459501,143636,CSP164,SUP033
2018,Mar,2558,596,363,0.232994527,0.609060403,1657058.76,919960,0.55517645,72161,CSP111,SUP110
2016,Dec,279,372,187,1.333333333,0.502688172,806653.66,450500,0.558480079,40706,CSP025,SUP251
2016,Nov,402,275,152,0.684079602,0.552727273,3730730.26,2104614.47,0.564129359,149592,CSP057,SUP278
2018,Mar,1541,1379,494,0.894873459,0.358230602,2482572.08,1402412,0.564902833,102968,CSP162,SUP112
2016,Sep,644,452,145,0.701863354,0.32079646,2849396.41,1612100,0.565768945,106135,CSP114,SUP051
2016,Dec,549,781,236,1.422586521,0.302176697,1063980.88,607500,0.570968907,53578,CSP032,SUP283
2016,Aug,1205,1241,693,1.029875519,0.558420629,1236612.8,714095,0.577460463,60960,CSP106,SUP298
2017,Mar,256,593,645,2.31640625,1.087689713,4306548.04,2487985,0.577721409,178413,CSP099,SUP332
2017,Feb,786,644,273,0.819338422,0.423913043,511832.7,296195,0.578694952,24035,CSP060,SUP076
2017,Mar,605,998,486,1.649586777,0.486973948,843104.96,488455,0.57935254,48711,CSP075,SUP217
2017,Jan,256,571,520,2.23046875,0.910683012,3575558.91,2079090,0.58147273,170360,CSP099,SUP332
2016,Oct,393,320,241,0.814249364,0.753125,2148961.41,1253223,0.583176131,102558,CSP126,SUP282
2018,Jan,1382,1389,561,1.005065123,0.403887689,2556868.89,1494465,0.584490275,102897,CSP128,SUP115
2017,Feb,1320,278,203,0.210606061,0.730215827,1161180,681455,0.586864224,48120,CSP129,SUP272
2017,Mar,331,112,45,0.33836858,0.401785714,396295.06,232900,0.587693422,15830,CSP138,SUP288
2016,Dec,528,629,431,1.191287879,0.685214626,2308904.69,1361800,0.589803471,106793,CSP042,SUP251
2017,Dec,2558,574,433,0.224394058,0.754355401,1623194.76,964400,0.59413696,71144,CSP111,SUP110
2016,Aug,842,251,155,0.298099762,0.61752988,344615.11,204830,0.594373241,16486,CSP040,SUP104
2018,Apr,2558,592,376,0.231430805,0.635135135,2072126.1,1236750,0.596850742,89993,CSP111,SUP110
2016,Oct,402,273,178,0.679104478,0.652014652,3612905.94,2157224.18,0.597088387,144632,CSP057,SUP278
2017,Feb,438,491,225,1.121004566,0.458248473,1317830.8,789080,0.598771861,48763,CSP159,SUP096
2017,Mar,644,397,203,0.616459627,0.511335013,2656149.92,1593770,0.600030137,92199,CSP114,SUP051
2017,Nov,527,386,204,0.732447818,0.528497409,934599.89,561100,0.600363863,39182,CSP143,SUP141
2017,Jul,79,62,68,0.784810127,1.096774194,617157.21,372200,0.603087826,24186,CSP091,SUP065
2017,Aug,73,116,64,1.589041096,0.551724138,1424770.09,859283.64,0.603103368,54581,CSP167,SUP313
2017,Sep,1061,230,362,0.216776626,1.573913043,2176843.9,1331520,0.611674544,81036,CSP164,SUP033
2017,Mar,118,160,115,1.355932203,0.71875,512981.5,314400,0.612887599,21604,CSP076,SUP174
2017,Jul,460,476,270,1.034782609,0.567226891,4961130.56,3059921.9,0.616779152,188401,CSP057,SUP278
2017,Feb,184,52,44,0.282608696,0.846153846,76050,47000,0.618014464,3380,CSP086,SUP126
2017,Mar,1320,277,429,0.209848485,1.548736462,1683571.2,1044100,0.620169791,66710,CSP129,SUP272
2017,Mar,438,507,289,1.157534247,0.570019724,1717708.83,1067861.33,0.621677732,64042,CSP159,SUP096
2017,Feb,393,372,318,0.946564885,0.85483871,2195112.8,1368440,0.623403043,95236,CSP126,SUP172
2017,Feb,279,314,164,1.125448029,0.522292994,544043.4,340620,0.626089757,25111,CSP025,SUP251
2017,Jan,1586,1548,1165,0.976040353,0.752583979,3429263.61,2152480,0.627679947,159583,CSP043,SUP219
2017,Aug,3918,430,1029,0.109749872,2.393023256,2444542.5,1538250,0.629258849,107500,CSP155,SUP329
2018,Apr,306,105,66,0.343137255,0.628571429,1863857.38,1201769.18,0.644775289,65211,CSP067,SUP222
2017,Feb,256,571,475,2.23046875,0.831873905,3004184.83,1938750,0.645349774,130234,CSP099,SUP332
2017,Sep,3393,355,745,0.104627174,2.098591549,1674294.5,1083050,0.646869472,73020,CSP155,SUP329
2016,Oct,1586,1559,1709,0.98297604,1.096215523,6637168.82,4312466.99,0.64974496,306729,CSP043,SUP219
2018,Jan,625,422,232,0.6752,0.549763033,5207140.22,3392461.76,0.651501903,193794,CSP057,SUP278
2016,Dec,1586,1561,1556,0.984237074,0.996796925,4668815.02,3052851,0.653881335,215799,CSP043,SUP219
2016,Oct,256,489,503,1.91015625,1.028629857,3529221.29,2316290,0.656317587,168696,CSP099,SUP332
2018,Feb,73,111,63,1.520547945,0.567567568,1139163.97,747657.6,0.65632132,42998,CSP167,SUP247
2018,Mar,306,209,117,0.683006536,0.559808612,3864125.42,2543194.11,0.658155167,134588,CSP067,SUP222
2017,Nov,73,113,87,1.547945205,0.769911504,1227274.05,808358.28,0.658661592,46784,CSP167,SUP313
2018,Mar,1382,1341,496,0.970332851,0.369873229,1932921.41,1275200,0.659726771,77342,CSP128,SUP115
2018,Feb,625,405,229,0.648,0.565432099,5025249.83,3330460.62,0.662745283,185456,CSP057,SUP278
2017,Jul,644,296,144,0.459627329,0.486486486,2290385.34,1520000.64,0.663644066,85903,CSP114,SUP051
2017,Mar,254,460,441,1.811023622,0.958695652,1772414.69,1191620,0.672314446,78131,CSP169,SUP135
2017,Nov,2558,511,351,0.199765442,0.686888454,1528653.42,1030270,0.67397226,66319,CSP111,SUP110
2017,Jan,644,415,159,0.644409938,0.38313253,2280418.81,1546500,0.678164903,87369,CSP114,SUP051
2017,Dec,527,430,185,0.815939279,0.430232558,877115.8,595050,0.678416693,38614,CSP143,SUP141
2017,Apr,402,330,158,0.820895522,0.478787879,2854608.72,1951167.42,0.683514839,106827,CSP057,SUP278
2017,Jan,438,463,206,1.057077626,0.444924406,1256740.62,859030,0.683538024,51718,CSP159,SUP096
2016,Oct,349,145,110,0.415472779,0.75862069,1749894.25,1206430,0.689430233,70681,CSP091,SUP335
2016,Nov,349,145,91,0.415472779,0.627586207,1705259.2,1180729.68,0.692404814,68615,CSP091,SUP335
2017,May,786,71,30,0.090330789,0.422535211,344976.6,241700,0.700627231,13229,CSP111,SUP268
2017,Jul,1039,203,276,0.195380173,1.359605911,330718,231750,0.700748069,16065,CSP157,SUP255
2018,Apr,73,111,74,1.520547945,0.666666667,1437106.47,1009053.06,0.702142173,53589,CSP167,SUP247
2017,Feb,644,429,199,0.666149068,0.463869464,2473457.18,1744370,0.705235576,83401,CSP114,SUP051
2018,Feb,1225,1159,477,0.946122449,0.411561691,6080918.62,4289789,0.705450816,222080,CSP032,SUP167
2017,Jun,687,491,417,0.714701601,0.849287169,1866125.87,1319585,0.707125399,76730,CSP164,SUP033
2016,Sep,349,145,58,0.415472779,0.4,1289765.44,912266.09,0.707311626,52694,CSP091,SUP335
2017,Jun,813,203,329,0.249692497,1.620689655,408061.45,289600,0.709697032,19493,CSP157,SUP255
2017,Aug,1039,78,368,0.075072185,4.717948718,462355.4,329400,0.712438959,20406,CSP157,SUP255
2017,Feb,605,954,529,1.576859504,0.554507338,693356.85,498561.91,0.719055289,42040,CSP075,SUP217
2017,Jun,243,202,148,0.83127572,0.732673267,3642808.83,2636346.37,0.723712523,128429,CSP067,SUP305
2018,Mar,73,111,61,1.520547945,0.54954955,1169418.03,863085.51,0.738047035,44236,CSP167,SUP247
2017,Aug,625,480,316,0.768,0.658333333,5128966.64,3803251.54,0.741523938,190285,CSP057,SUP278
2017,May,605,949,513,1.568595041,0.54056902,692587.4,513572.52,0.74152738,39451,CSP075,SUP217
2017,Jul,235,201,175,0.855319149,0.870646766,525164.1,395200,0.752526686,22768,CSP065,SUP171
2017,Jan,279,350,183,1.254480287,0.522857143,551843.64,428550,0.77657867,27949,CSP025,SUP251
2017,Mar,279,330,265,1.182795699,0.803030303,827716.2,643400,0.777319569,37488,CSP025,SUP251
2017,Sep,598,215,161,0.359531773,0.748837209,713691.95,555070.57,0.777745314,29830,CSP143,SUP141
2017,Jan,349,120,69,0.343839542,0.575,1152182.92,902454.9,0.78325662,46597,CSP091,SUP335
2017,Jun,164,135,82,0.823170732,0.607407407,1641869.34,1299000,0.791171361,57046,CSP154,SUP287
2017,Jan,402,273,150,0.679104478,0.549450549,2451328.64,1951311.43,0.796021961,97787,CSP057,SUP278
2017,Mar,528,531,613,1.005681818,1.154425612,2351487.65,1881790,0.800255107,98268,CSP042,SUP302
2018,Mar,625,349,213,0.5584,0.610315186,3889901.14,3164823.37,0.813599949,140681,CSP057,SUP278
2017,Dec,625,424,252,0.6784,0.594339623,4066986.98,3351207.94,0.824002623,147218,CSP057,SUP278
2017,Feb,1586,1492,1788,0.9407314,1.198391421,3989759.7,3299275.93,0.826936001,167480,CSP043,SUP219
2017,Dec,306,235,174,0.767973856,0.740425532,3258336.3,2706091,0.830513106,115788,CSP067,SUP305
2017,Feb,235,213,174,0.906382979,0.816901408,442662.05,370400,0.836755715,19183,CSP065,SUP071
2016,Nov,1586,1561,2276,0.984237074,1.458039718,5222691.63,4380312.44,0.838707845,242390,CSP043,SUP219
2016,Aug,402,267,146,0.664179104,0.546816479,1375283.83,1154084.24,0.839160772,54309,CSP057,SUP278
2017,Aug,609,144,412,0.236453202,2.861111111,1640845.18,1401251,0.853981239,56653,CSP154,SUP287
2017,Jan,438,726,422,1.657534247,0.581267218,723074.2,617533,0.854038216,42010,CSP133,SUP047
2017,Feb,254,471,439,1.854330709,0.932059448,1152056.04,988700,0.85820478,50858,CSP169,SUP135
2017,Jun,460,473,282,1.02826087,0.596194503,3673568.45,3184407.89,0.866843216,135880,CSP057,SUP278
2018,Apr,625,334,193,0.5344,0.577844311,3872579.64,3365067.44,0.868947253,139311,CSP057,SUP278
2017,May,402,291,186,0.723880597,0.639175258,2982835.49,2618328.84,0.877798608,107782,CSP057,SUP278
2018,Mar,1225,1192,651,0.973061224,0.54614094,5803236.79,5143270,0.886276088,204858,CSP032,SUP167
2017,Jun,1380,304,501,0.220289855,1.648026316,1372244.27,1236580,0.901136938,58030,CSP064,SUP020
2016,Dec,2288,153,195,0.066870629,1.274509804,562960,512400,0.910189001,29130,CSP103,SUP310
2017,Mar,1586,1460,2043,0.920554855,1.399315068,4389761.63,4042720.88,0.920943145,185097,CSP043,SUP219
2017,Feb,438,738,449,1.684931507,0.608401084,619053.15,574250,0.927626327,34005,CSP133,SUP047
2017,Mar,402,282,229,0.701492537,0.812056738,2367476.45,2198097.06,0.928455723,87093,CSP057,SUP278
2017,Nov,625,452,303,0.7232,0.670353982,4382663.7,4081316.87,0.93124117,158570,CSP057,SUP278
2017,Jul,1380,273,628,0.197826087,2.3003663,1662886.82,1562360,0.939546806,70527,CSP064,SUP049
2017,May,517,438,852,0.847195358,1.945205479,1761664.86,1657850,0.941070028,73260,CSP043,SUP219
2016,Dec,349,150,98,0.429799427,0.653333333,1414897.43,1336041.1,0.944267105,57466,CSP091,SUP335
2017,Jan,393,359,385,0.913486005,1.072423398,1920965.96,1821183,0.948055842,92856,CSP126,SUP282
2018,Jan,73,114,79,1.561643836,0.692982456,1451782.32,1404666.94,0.967546526,55848,CSP167,SUP247
2016,Oct,2288,151,208,0.065996503,1.377483444,627854.8,608860,0.969746508,32350,CSP103,SUP310
2017,Feb,402,264,168,0.656716418,0.636363636,1926790,1889979.25,0.980895297,69052,CSP057,SUP278
2017,Feb,528,470,633,0.890151515,1.346808511,1803375.54,1771810,0.982496413,74356,CSP042,SUP302
2017,Mar,54,24,23,0.444444444,0.958333333,99191.45,98700,0.99504544,4340,CSP087,SUP252
2017,Mar,786,467,800,0.594147583,1.713062099,3312654.02,3303380,0.997200426,142496,CSP166,SUP155
